135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,195,195,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,195,195,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,195,195,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,150,150,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,150,150,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,150,150,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,150,150,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,150,150,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,195,195,
135,135,135,135,135,135,135,135,255,255,255,255,255,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,150,255,255,255,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,150,255,255,255,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,150,255,255,255,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,195,195,195,195,195,195,195,195,195,195,195,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,135,135,135,135,135,
